processo,data,vara,nucleo,prioridades
0003553-75.2024.8.17.2100,20/04/2026,1ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0003828-64.2011.8.17.0100,14/04/2026,1ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Sem prioridade
0004765-68.2023.8.17.2100,28/04/2026,1ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0005057-53.2023.8.17.2100,16/04/2026,1ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0001324-11.2025.8.17.2100,27/04/2026,2ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0001677-51.2025.8.17.2100,16/04/2026,2ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0002350-44.2025.8.17.2100,30/04/2026,2ª Vara Cível da Comarca de Abreu e Lima,4ª CCJ,Prioridade Legal
0003424-70.2024.8.17.2100,30/04/2026,2ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0004175-23.2025.8.17.2100,17/04/2026,2ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0000021-98.2021.8.17.2100,04/05/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0000574-48.2021.8.17.2100,27/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0000665-36.2024.8.17.2100,24/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0000712-54.2017.8.17.2100,17/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,4ª CCJ,Prioridade Legal
0000840-93.2025.8.17.2100,22/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0000967-46.2016.8.17.2100,09/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Sem prioridade
0001072-08.2025.8.17.2100,13/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0001098-51.2009.8.17.0100,29/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Sem prioridade
0001738-09.2025.8.17.2100,13/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0002184-17.2022.8.17.2100,22/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,4ª CCJ,Sem prioridade
0002367-22.2021.8.17.2100,16/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0002371-20.2025.8.17.2100,13/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0002378-17.2022.8.17.2100,13/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,4ª CCJ,Prioridade Legal
0002501-44.2024.8.17.2100,14/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Sem prioridade
0003070-11.2025.8.17.2100,22/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0003131-71.2022.8.17.2100,20/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Sem prioridade
0003449-88.2021.8.17.2100,27/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0003546-83.2024.8.17.2100,22/04/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0003691-08.2025.8.17.2100,04/05/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0005453-02.2024.8.17.2001,04/05/2026,3ª Vara Cível da Comarca de Abreu e Lima,5ª CC,Prioridade Legal
0000007-17.2021.8.17.2100,27/04/2026,Vara Criminal da Comarca de Abreu e Lima,2ª CC,Prioridade Legal
0001601-65.2023.8.17.5990,27/04/2026,Vara Criminal da Comarca de Abreu e Lima,2ª CC,Prioridade Legal
0002467-74.2021.8.17.2100,30/04/2026,Vara Criminal da Comarca de Abreu e Lima,2ª CC,Prioridade Legal
0000293-42.2022.8.17.4110,04/05/2026,1ª Vara Criminal da Comarca de Afogados da Ingazeira,2ª CC,Sem prioridade
0000024-81.2025.8.17.2110,05/05/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0000071-89.2024.8.17.2110,08/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Sem prioridade
0000098-38.2025.8.17.2110,15/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0000344-44.2019.8.17.2110,20/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0000497-67.2025.8.17.2110,20/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0000682-47.2021.8.17.2110,16/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0000708-06.2025.8.17.2110,20/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0000755-19.2021.8.17.2110,14/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0000804-65.2018.8.17.2110,20/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Super prioridade
0000950-38.2020.8.17.2110,20/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0001228-44.2017.8.17.2110,30/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0001400-79.2011.8.17.0110,22/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0001467-77.2019.8.17.2110,20/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0001592-69.2024.8.17.2110,24/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0001620-03.2025.8.17.2110,17/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0001864-98.2014.8.17.0110,04/05/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Sem prioridade
0002493-08.2022.8.17.2110,30/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,7ª CC,Prioridade Legal
0002772-67.2017.8.17.2110,28/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,7ª CC,Sem prioridade
0002794-47.2025.8.17.2110,29/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0003016-15.2025.8.17.2110,29/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,7ª CC,Prioridade Legal
0003023-41.2024.8.17.2110,04/05/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0003137-48.2022.8.17.2110,20/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0003391-50.2024.8.17.2110,15/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0003394-05.2024.8.17.2110,15/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0003430-13.2025.8.17.2110,29/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0003507-56.2024.8.17.2110,15/04/2026,1ª Vara Cível da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0000971-77.2021.8.17.2110,27/04/2026,2ª Vara Criminal da Comarca de Afogados da Ingazeira,2ª CC,Sem prioridade
0000715-71.2020.8.17.2110,28/04/2026,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0001194-88.2025.8.17.2110,23/04/2026,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,3ª CC,Prioridade Legal
0001719-07.2024.8.17.2110,22/04/2026,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0002019-66.2024.8.17.2110,30/04/2026,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0002762-76.2024.8.17.2110,29/04/2026,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,3ª CC,Prioridade Legal
0003123-64.2022.8.17.2110,29/04/2026,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,3ª CC,Sem prioridade
0003134-93.2022.8.17.2110,29/04/2026,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,6ª CCJ,Prioridade Legal
0000012-42.2022.8.17.2120,20/04/2026,Vara Única da Comarca de Afrânio,6ª CCJ,Prioridade Legal
0000050-26.2011.8.17.0120,27/04/2026,Vara Única da Comarca de Afrânio,6ª CCJ,Sem prioridade
0000121-28.2011.8.17.0120,30/04/2026,Vara Única da Comarca de Afrânio,7ª CC,Sem prioridade
0000214-53.2021.8.17.2120,29/04/2026,Vara Única da Comarca de Afrânio,6ª CCJ,Prioridade Legal
0000388-24.2016.8.17.0120,28/04/2026,Vara Única da Comarca de Afrânio,7ª CC,Prioridade Legal
0000399-87.2015.8.17.0120,27/04/2026,Vara Única da Comarca de Afrânio,7ª CC,Prioridade Legal
0000426-40.2022.8.17.2120,27/04/2026,Vara Única da Comarca de Afrânio,7ª CC,Prioridade Legal
0000514-20.2018.8.17.2120,22/04/2026,Vara Única da Comarca de Afrânio,6ª CCJ,Prioridade Legal
0000526-93.2013.8.17.0120,10/04/2026,Vara Única da Comarca de Afrânio,6ª CCJ,Sem prioridade
0000585-18.2012.8.17.0120,28/04/2026,Vara Única da Comarca de Afrânio,7ª CC,Sem prioridade
0000775-39.2016.8.17.0120,27/04/2026,Vara Única da Comarca de Afrânio,7ª CC,Sem prioridade
0000784-59.2023.8.17.5130,27/04/2026,Vara Única da Comarca de Afrânio,7ª CC,Prioridade Legal
0001206-09.2024.8.17.2120,14/04/2026,Vara Única da Comarca de Afrânio,6ª CCJ,Prioridade Legal
0001766-48.2024.8.17.2120,27/04/2026,Vara Única da Comarca de Afrânio,6ª CCJ,Prioridade Legal
0001842-72.2024.8.17.2120,27/04/2026,Vara Única da Comarca de Afrânio,7ª CC,Prioridade Legal
0007857-64.2017.8.17.1130,27/04/2026,Vara Única da Comarca de Afrânio,7ª CC,Prioridade Legal
0000221-83.2019.8.17.2130,25/03/2026,Vara Única da Comarca de Agrestina,5ª CCJ,Prioridade Legal
0000046-28.2021.8.17.2160,29/04/2026,Vara Única da Comarca de Alagoinha,6ª CC,Prioridade Legal
0000085-30.2018.8.17.2160,30/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000099-33.2026.8.17.2160,30/04/2026,Vara Única da Comarca de Alagoinha,6ª CC,Prioridade Legal
0000155-37.2024.8.17.2160,20/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000155-48.2009.8.17.0160,21/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Sem prioridade
0000156-90.2022.8.17.2160,30/04/2026,Vara Única da Comarca de Alagoinha,6ª CC,Prioridade Legal
0000160-98.2020.8.17.2160,26/03/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000195-29.2018.8.17.2160,28/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Sem prioridade
0000220-08.2019.8.17.2160,31/03/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000224-35.2025.8.17.2160,22/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000250-10.2011.8.17.0160,28/04/2026,Vara Única da Comarca de Alagoinha,6ª CC,Sem prioridade
0000309-65.2018.8.17.2160,07/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000318-56.2020.8.17.2160,29/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000324-97.2019.8.17.2160,29/04/2026,Vara Única da Comarca de Alagoinha,6ª CC,Prioridade Legal
0000423-62.2022.8.17.2160,24/04/2026,Vara Única da Comarca de Alagoinha,6ª CC,Sem prioridade
0000433-72.2023.8.17.2160,20/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Sem prioridade
0000438-94.2023.8.17.2160,26/03/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000440-64.2023.8.17.2160,17/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Sem prioridade
0000453-63.2023.8.17.2160,17/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Sem prioridade
0000470-02.2023.8.17.2160,17/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Sem prioridade
0000502-07.2023.8.17.2160,27/03/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000519-43.2023.8.17.2160,27/04/2026,Vara Única da Comarca de Alagoinha,6ª CC,Prioridade Legal
0000607-86.2020.8.17.2160,16/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000619-32.2022.8.17.2160,14/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Sem prioridade
0000823-42.2023.8.17.2160,28/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Sem prioridade
0000918-43.2021.8.17.2160,13/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000967-16.2023.8.17.2160,23/04/2026,Vara Única da Comarca de Alagoinha,6ª CC,Prioridade Legal
0001270-30.2023.8.17.2160,20/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0001493-80.2023.8.17.2160,30/04/2026,Vara Única da Comarca de Alagoinha,5ª CCJ,Prioridade Legal
0000013-71.2022.8.17.2170,04/05/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000071-74.2022.8.17.2170,20/04/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000103-11.2024.8.17.2170,23/04/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000109-91.2019.8.17.2170,30/04/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000122-51.2023.8.17.2170,04/05/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000168-65.2019.8.17.0170,10/04/2026,Vara Única da Comarca de Aliança,5ª CC,Sem prioridade
0000207-76.2019.8.17.2170,04/05/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000243-11.2025.8.17.2170,16/04/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000282-14.2013.8.17.0170,23/04/2026,Vara Única da Comarca de Aliança,4ª CCJ,Sem prioridade
0000304-19.2006.8.17.0170,30/04/2026,Vara Única da Comarca de Aliança,4ª CCJ,Prioridade Legal
0000308-84.2017.8.17.2170,22/04/2026,Vara Única da Comarca de Aliança,4ª CCJ,Prioridade Legal
0000341-93.2025.8.17.2170,31/03/2026,Vara Única da Comarca de Aliança,4ª CCJ,Sem prioridade
0000400-18.2024.8.17.2170,04/05/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000511-70.2022.8.17.2170,29/04/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000560-43.2024.8.17.2170,17/04/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000602-39.2017.8.17.2170,30/04/2026,Vara Única da Comarca de Aliança,4ª CCJ,Prioridade Legal
0000616-23.2017.8.17.2170,04/05/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000635-29.2017.8.17.2170,30/04/2026,Vara Única da Comarca de Aliança,5ª CC,Sem prioridade
0000747-51.2024.8.17.2170,21/04/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000761-40.2021.8.17.2170,28/04/2026,Vara Única da Comarca de Aliança,5ª CC,Sem prioridade
0000779-22.2025.8.17.2170,27/04/2026,Vara Única da Comarca de Aliança,4ª CCJ,Sem prioridade
0000781-89.2025.8.17.2170,27/04/2026,Vara Única da Comarca de Aliança,4ª CCJ,Sem prioridade
0000802-65.2025.8.17.2170,15/04/2026,Vara Única da Comarca de Aliança,4ª CCJ,Sem prioridade
0000803-50.2025.8.17.2170,17/04/2026,Vara Única da Comarca de Aliança,4ª CCJ,Sem prioridade
0000937-48.2023.8.17.2170,04/05/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0001009-06.2021.8.17.2170,15/04/2026,Vara Única da Comarca de Aliança,5ª CC,Sem prioridade
0001041-11.2021.8.17.2170,17/04/2026,Vara Única da Comarca de Aliança,5ª CC,Sem prioridade
0001054-10.2021.8.17.2170,30/04/2026,Vara Única da Comarca de Aliança,4ª CCJ,Prioridade Legal
0001091-37.2021.8.17.2170,22/04/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0001099-14.2021.8.17.2170,04/05/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0001127-79.2021.8.17.2170,04/05/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0001241-81.2022.8.17.2170,04/05/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0001416-12.2021.8.17.2170,08/04/2026,Vara Única da Comarca de Aliança,5ª CC,Prioridade Legal
0000016-22.2021.8.17.2700,27/04/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000028-73.2023.8.17.2180,04/05/2026,Vara Única da Comarca de Altinho,6ª CC,Prioridade Legal
0000048-12.2007.8.17.0180,04/05/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000065-35.2010.8.17.0700,30/04/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000068-52.2020.8.17.2700,21/04/2026,Vara Única da Comarca de Altinho,6ª CC,Prioridade Legal
0000108-72.2013.8.17.0180,07/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0000135-88.2021.8.17.2180,04/05/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000160-38.2020.8.17.2180,14/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0000172-81.2022.8.17.2180,23/04/2026,Vara Única da Comarca de Altinho,6ª CC,Prioridade Legal
0000218-03.2015.8.17.0180,07/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0000224-72.2025.8.17.2180,23/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0000234-64.2009.8.17.0180,28/04/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000239-17.2020.8.17.2180,16/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0000422-22.2019.8.17.2180,15/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0000439-58.2019.8.17.2180,27/03/2026,Vara Única da Comarca de Altinho,5ª CCJ,Prioridade Legal
0000449-39.2018.8.17.2180,28/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Prioridade Legal
0000462-28.2024.8.17.2180,29/04/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000509-75.2019.8.17.2180,24/04/2026,Vara Única da Comarca de Altinho,6ª CC,Prioridade Legal
0000535-63.2025.8.17.2180,26/03/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0000546-05.2019.8.17.2180,27/04/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000553-26.2021.8.17.2180,30/04/2026,Vara Única da Comarca de Altinho,6ª CC,Prioridade Legal
0000581-91.2021.8.17.2180,29/04/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000600-30.2014.8.17.0180,27/04/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000655-14.2022.8.17.2180,07/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0000748-40.2023.8.17.2180,20/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Prioridade Legal
0000772-06.2013.8.17.0180,09/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0001197-61.2024.8.17.2180,29/04/2026,Vara Única da Comarca de Altinho,6ª CC,Prioridade Legal
0001218-71.2023.8.17.2180,07/04/2026,Vara Única da Comarca de Altinho,5ª CCJ,Sem prioridade
0002332-32.2023.8.17.4480,28/04/2026,Vara Única da Comarca de Altinho,6ª CC,Sem prioridade
0000101-59.2016.8.17.2190,01/04/2026,Vara Única da Comarca de Amaraji,4ª CCJ,Prioridade Legal
0000148-62.2018.8.17.2190,21/04/2026,Vara Única da Comarca de Amaraji,4ª CCJ,Prioridade Legal
0000151-80.2019.8.17.3160,10/04/2026,Vara Única da Comarca de Amaraji,4ª CCJ,Prioridade Legal
0000156-39.2018.8.17.2190,21/04/2026,Vara Única da Comarca de Amaraji,5ª CC,Prioridade Legal
0000190-10.2012.8.17.0190,20/04/2026,Vara Única da Comarca de Amaraji,5ª CC,Prioridade Legal
0000233-48.2018.8.17.2190,20/04/2026,Vara Única da Comarca de Amaraji,4ª CCJ,Sem prioridade
0000525-29.2012.8.17.0190,08/04/2026,Vara Única da Comarca de Amaraji,5ª CC,Sem prioridade
0000628-70.2011.8.17.0190,20/04/2026,Vara Única da Comarca de Amaraji,5ª CC,Prioridade Legal
0000727-69.2013.8.17.0190,16/04/2026,Vara Única da Comarca de Amaraji,5ª CC,Sem prioridade
0000939-55.2023.8.17.2190,16/04/2026,Vara Única da Comarca de Amaraji,5ª CC,Sem prioridade
0001131-85.2023.8.17.2190,20/04/2026,Vara Única da Comarca de Amaraji,4ª CCJ,Super prioridade
0000228-82.2026.8.17.2210,27/04/2026,1ª Vara Cível da Comarca de Araripina,7ª CC,Prioridade Legal
0000926-06.2017.8.17.2210,04/05/2026,1ª Vara Cível da Comarca de Araripina,7ª CC,Prioridade Legal
0001065-74.2025.8.17.2210,30/04/2026,1ª Vara Cível da Comarca de Araripina,7ª CC,Prioridade Legal
0001286-97.2012.8.17.0210,04/05/2026,1ª Vara Cível da Comarca de Araripina,7ª CC,Prioridade Legal
0001619-53.2018.8.17.2210,28/04/2026,1ª Vara Cível da Comarca de Araripina,6ª CCJ,Prioridade Legal
0001676-72.2009.8.17.0210,30/04/2026,1ª Vara Cível da Comarca de Araripina,7ª CC,Sem prioridade
0001947-47.2010.8.17.0210,30/04/2026,1ª Vara Cível da Comarca de Araripina,7ª CC,Sem prioridade
0002159-33.2020.8.17.2210,30/04/2026,1ª Vara Cível da Comarca de Araripina,7ª CC,Sem prioridade
0002247-67.2014.8.17.0210,29/04/2026,1ª Vara Cível da Comarca de Araripina,7ª CC,Prioridade Legal
0003200-93.2024.8.17.2210,27/04/2026,1ª Vara Cível da Comarca de Araripina,7ª CC,Prioridade Legal
0001308-18.2025.8.17.2210,20/04/2026,2ª Vara Cível da Comarca de Araripina,6ª CCJ,Prioridade Legal
0001742-07.2025.8.17.2210,07/04/2026,2ª Vara Cível da Comarca de Araripina,6ª CCJ,Prioridade Legal
0001818-02.2023.8.17.2210,22/04/2026,2ª Vara Cível da Comarca de Araripina,6ª CCJ,Sem prioridade
0002032-90.2023.8.17.2210,16/04/2026,2ª Vara Cível da Comarca de Araripina,6ª CCJ,Sem prioridade
0002158-72.2025.8.17.2210,09/04/2026,2ª Vara Cível da Comarca de Araripina,6ª CCJ,Prioridade Legal
0002558-28.2014.8.17.0220,29/04/2026,1ª Vara Criminal da Comarca de Arcoverde,2ª CC,Sem prioridade
0000430-63.2025.8.17.2220,27/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0000484-92.2026.8.17.2220,27/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0000594-28.2025.8.17.2220,27/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Sem prioridade
0000774-44.2025.8.17.2220,02/05/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Super prioridade
0001062-89.2025.8.17.2220,30/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0001159-89.2025.8.17.2220,30/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Super prioridade
0001209-18.2025.8.17.2220,04/05/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0001233-90.2018.8.17.2220,30/04/2026,1ª Vara Cível da Comarca de Arcoverde,6ª CCJ,Sem prioridade
0001518-39.2025.8.17.2220,30/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0001705-47.2025.8.17.2220,06/04/2026,1ª Vara Cível da Comarca de Arcoverde,6ª CCJ,Prioridade Legal
0002100-39.2025.8.17.2220,30/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Sem prioridade
0002520-15.2023.8.17.2220,27/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0002580-22.2022.8.17.2220,20/04/2026,1ª Vara Cível da Comarca de Arcoverde,6ª CCJ,Prioridade Legal
0003016-10.2024.8.17.2220,28/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0003090-98.2023.8.17.2220,27/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
0003129-28.2016.8.17.0220,20/04/2026,1ª Vara Cível da Comarca de Arcoverde,6ª CCJ,Prioridade Legal
0003240-11.2025.8.17.2220,24/04/2026,1ª Vara Cível da Comarca de Arcoverde,6ª CCJ,Prioridade Legal
0003356-17.2025.8.17.2220,28/04/2026,1ª Vara Cível da Comarca de Arcoverde,7ª CC,Prioridade Legal
